"row_num","id","rank","workers","company","url","state_l","state_s","city","metro","growth_percentage","revenue2014","industry","yrs_on_list","revenue2013","growth_dollar"
4793,24230,"4794",40,"Demand Solutions Group","demand-solutions-group","California","CA","Campbell","San Jose",48.8703,7027066,"IT Services",2,4720260.52207861,2306805.47792139
4794,18429,"4795",102,"Entisys Solutions","entisys-solutions","California","CA","Concord","San Francisco",48.8513,70557829,"IT Services",5,47401553.7654021,23156275.2345979
4795,26406,"4796",4500,"ePerformax Contact Centers & BPO","eperformax-contact-centers-bpo","Tennessee","TN","Thompson's Station","Columbia TN",48.8364,59734737,"Human Resources",1,40134494.6531897,19600242.3468103
4796,11472,"4797",14,"Afterburner","afterburner","Georgia","GA","Atlanta","Atlanta",48.8225,5294010,"Human Resources",4,3557264.52653329,1736745.47346671
4797,24065,"4798",109,"Willow Bend Mortgage Company","willow-bend-mortgage-company","Texas","TX","Plano","Dallas",48.7399,19125692,"Real Estate",2,12858481.1472913,6267210.85270865
4798,22036,"4799",20,"Alexander Technology Group","alexander-technology-group","New Hampshire","NH","Bedford","Manchester-Nashua NH",48.7421,9834010,"IT Services",3,6611450.28878845,3222559.71121155
4799,10095,"4800",39,"Chassis Plans","chassis-plans","California","CA","San Diego","San Diego",48.7021,11591648,"Computer Hardware",5,7795214.72796954,3796433.27203046
4800,22180,"4801",104,"Akcelerant Software","akcelerant-software","Pennsylvania","PA","Malvern","Philadelphia",48.6461,15667060,"Financial Services",3,10539839.2557894,5127220.74421058
4801,18579,"4802",104,"Kobie Marketing","kobie-marketing","Florida","FL","St. Petersburg","Tampa",48.6163,20068185,"Advertising & Marketing",5,13503353.938969,6564831.06103099
4802,22246,"4803",307,"Frontage Laboratories","frontage-laboratories","Pennsylvania","PA","Exton","Philadelphia",48.5676,35836000,"Health",2,24121006.1951596,11714993.8048404
4803,20097,"4804",125,"Veracity Networks","veracity-networks","Utah","UT","Draper","Salt Lake City",48.5643,33893464,"Telecommunications",4,22814003.0949562,11079460.9050438
4804,18702,"4805",65,"rEvolution","revolution","Illinois","IL","Chicago","Chicago",48.519,24770000,"Advertising & Marketing",5,16678000.7945111,8091999.20548886
4805,22724,"4806",104,"Brailsford & Dunlavey","brailsford-dunlavey","District of Columbia","DC","Washington","Washington DC",48.5233,20092005,"Construction",3,13527847.1458687,6564157.85413131
4806,20915,"4807",47,"DSS","dss","Michigan","MI","Southfield","Detroit",48.4699,7258757,"Software",4,4889042.8295567,2369714.1704433
4807,17437,"4808",122,"SightLine Health","sightline-health","Texas","TX","Bellaire","Houston",48.4381,27647665,"Health",5,18625720.0812999,9021944.91870012
4808,25672,"4809",18,"HyBridge Solutions","hybridge-solutions","Georgia","GA","Atlanta","Atlanta",48.3899,7054328,"IT Services",1,4753913.84454063,2300414.15545937
4809,1218,"4810",10,"Metal Resource Solutions","metal-resource-solutions","Ohio","OH","West Chester","Cincinnati",48.3586,13112969,"Manufacturing",8,8838698.26218366,4274270.73781634
4810,25828,"4811",40,"Great Atlantic Fern Co.","great-atlantic-fern-co","Florida","FL","Seville","Palatka FL",48.3316,2055619,"Consumer Products & Services",1,1385826.75572838,669792.244271619
4811,3253,"4812",170,"Arborwell","arborwell","California","CA","Hayward","San Francisco",48.3048,21237568,"Environmental Services",8,14320216.2033865,6917351.79661346
4812,18647,"4813",23,"InfiniEdge Software","infiniedge-software","Louisiana","LA","Prairieville","Baton Rouge LA",48.2959,2487937,"Software",2,1677684.27852692,810252.721473082
4813,929,"4814",27,"West Physics Consulting","west-physics-consulting","Georgia","GA","Atlanta","Atlanta",48.2597,5266655,"Health",7,3552317.31886683,1714337.68113317
4814,24371,"4815",101,"On Call International","on-call-international","New Hampshire","NH","Salem","Boston",48.2356,50759950,"Health",2,34242752.7530499,16517197.2469501
4815,22183,"4816",30,"Axiom Mobile Imaging","axiom-mobile-imaging","California","CA","San Carlos","San Francisco",48.1937,2867400,"Health",3,1934900.06660202,932499.933397979
4816,20953,"4817",33,"Capriotti's Sandwich Shop","capriottis-sandwich-shop","Nevada","NV","Las Vegas","Las Vegas-Paradise NV",48.1823,58364949,"Food & Beverage",4,39387260.8266979,18977688.1733021
4817,1503,"4818",62,"Relay Express","relay-express","Ohio","OH","Fairfield","Cincinnati",48.1848,22602803,"Logistics & Transportation",8,15253118.403507,7349684.59649303
4818,21305,"4819",61,"The Pedowitz Group","the-pedowitz-group","Georgia","GA","Alpharetta","Atlanta",48.1515,10078321,"Advertising & Marketing",3,6802712.76362372,3275608.23637628
4819,18907,"4820",33,"eXude","exude","Pennsylvania","PA","Philadelphia","Philadelphia",48.0106,4840792,"Insurance",4,3270571.16179517,1570220.83820483
4820,26020,"4821",9,"Fascination St Fine Art","fascination-st-fine-art","Colorado","CO","Denver","Denver",48.0034,2596384,"Retail",1,1754273.21264241,842110.787357588
4821,1583,"4822",245,"Rising Medical Solutions","rising-medical-solutions","Illinois","IL","Chicago","Chicago",47.9651,32161357,"Health",7,21735772.1516763,10425584.8483237
4822,5430,"4823",79,"The Medicus Firm","the-medicus-firm","Texas","TX","Dallas","Dallas",47.9701,10017050,"Health",2,6769644.6782154,3247405.3217846
4823,6705,"4824",381,"Collaborative Consulting","collaborative-consulting","Massachusetts","MA","Burlington","Boston",47.9352,62326876,"IT Services",4,42131200.6878687,20195675.3121313
4824,24554,"4825",510,"Mar-Bal","mar-bal","Ohio","OH","Chagrin Falls","Akron OH",47.9163,65095000,"Manufacturing",2,44007996.4141883,21087003.5858117
4825,23799,"4826",14,"The Garabedian Group","the-garabedian-group","California","CA","Fresno","Fresno CA",47.9154,2098091,"Business Products & Services",2,1418439.86494983,679651.13505017
4826,24070,"4827",49,"Precise Mold & Plate","precise-mold-plate","Indiana","IN","Columbus","Columbus IN",47.8526,7913966,"Manufacturing",2,5352605.2298032,2561360.7701968
4827,22088,"4828",0,"Polsinelli","polsinelli","Missouri","MO","Kansas City","Kansas City MO-KS",47.836,324500000,"Business Products & Services",3,219499986.471495,105000013.528505
4828,1686,"4829",50,"Via Trading","via-trading","California","CA","Lynwood","Los Angeles",47.8399,37569889,"Business Products & Services",8,25412550.3331645,12157338.6668355
4829,20228,"4830",54,"New Horizon Communications","new-horizon-communications","Massachusetts","MA","Lexington","Boston",47.8193,48545753,"Telecommunications",4,32841281.889442,15704471.110558
4830,3125,"4831",505,"Batteries Plus Bulbs","batteries-plus-bulbs","Wisconsin","WI","Hartland","Milwaukee-Waukesha-West Allis WI",47.7971,202145000,"Retail",8,136771966.432359,65373033.567641
4831,25213,"4832",61,"Window Nation","window-nation","Maryland","MD","Glen Burnie","Baltimore",47.7975,31229652,"Construction",1,21130027.2332076,10099624.7667924
4832,25742,"4833",39,"The Mayvin Consulting Group","the-mayvin-consulting-group","Virginia","VA","Alexandria","Washington DC",47.7773,3924583,"Government Services",1,2655741.44337459,1268841.55662541
4833,24750,"4834",3279,"Summit Security Services","summit-security-services","New York","NY","Uniondale","New York City",47.7264,109860165,"Security",1,74367320.2623228,35492844.7376772
4834,26059,"4835",43,"Klein & Co. Corporate Housing Services","klein-co-corporate-housing-services","Colorado","CO","Golden","Denver",47.7123,21930143,"Consumer Products & Services",1,14846524.6292963,7083618.37070373
4835,181,"4836",1250,"Spectraforce Technologies","spectraforce-technologies","North Carolina","NC","Raleigh","Raleigh-Cary NC",47.7002,41845566,"IT Services",5,28331421.3521715,13514144.6478285
4836,3195,"4837",160,"Net@Work","net@work","New York","NY","New York","New York City",47.6897,33230467,"IT Services",8,22500192.6336095,10730274.3663905
4837,26289,"4838",10,"Entropy Solutions","entropy-solutions","Minnesota","MN","Plymouth","Minneapolis",47.6763,4917385,"Environmental Services",1,3329840.33321528,1587544.66678472
4838,22121,"4839",15,"Supreme Resources","supreme-resources","Georgia","GA","Suwanee","Atlanta",47.6586,31877077,"Manufacturing",3,21588364.6465563,10288712.3534437
4839,25521,"4840",18,"Class Action Administration","class-action-administration","Colorado","CO","Westminster","Denver",47.6611,3151858,"Business Products & Services",1,2134521.5496837,1017336.4503163
4840,2385,"4841",368,"Aaron's Sales & Lease Ownership of Des Moines IA","aarons-sales-lease-ownership-of-des-moines-ia","Iowa","IA","Des Moines","Des Moines-West Des Moines IA",47.5954,62457364,"Retail",5,42316606.073089,20140757.926911
4841,10096,"4842",67,"CollabraSpace","collabraspace","Maryland","MD","Annapolis Junction","Baltimore",47.5696,13479355,"Business Products & Services",2,9134235.64202925,4345119.35797075
4842,22620,"4843",87,"Fesnak","fesnak","Pennsylvania","PA","Blue Bell","Philadelphia",47.5063,10534900,"Financial Services",3,7142000.03660861,3392899.96339139
4843,21919,"4844",130,"Mortgage Lenders of America","mortgage-lenders-of-america","Kansas","KS","Overland Park","Kansas City MO-KS",47.4824,32860987,"Financial Services",3,22281293.9035437,10579693.0964563
4844,1034,"4845",177,"Power-Tek","power-tek","Maryland","MD","Rockville","Washington DC",47.4484,28507567,"Government Services",5,19333927.6655427,9173639.33445734
4845,25576,"4846",510,"Kinlin Grover Page Taft & Randall Realtors","kinlin-grover-page-taft-randall-realtors","Rhode Island","RI","Charlestown","Providence-New Bedford-Fall River RI-MA",47.4501,28503621,"Real Estate",1,19331028.5988277,9172592.40117233
4846,4349,"4847",353,"Loffler Companies","loffler-companies","Minnesota","MN","Bloomington","Minneapolis",47.4425,67948871,"Business Products & Services",7,46084996.5240687,21863874.4759313
4847,22498,"4848",97,"Dimension Design","dimension-design","Illinois","IL","Glenview","Chicago",47.42,14182603,"Advertising & Marketing",3,9620541.98887532,4562061.01112468
4848,7219,"4849",200,"Interior Investments","interior-investments","Illinois","IL","Lincolnshire","Chicago",47.3346,129348000,"Business Products & Services",2,87792005.4080983,41555994.5919017
4849,18555,"4850",21,"Healthcare Strategy Group","healthcare-strategy-group","Kentucky","KY","Louisville","Louisville/Jefferson KY-IN",47.3072,5009252,"Health",5,3400547.97049975,1608704.02950025
4850,9451,"4851",95,"Palo Alto Staffing","palo-alto-staffing","California","CA","Palo Alto","San Jose",47.2346,5780078,"Human Resources",2,3925760.65680214,1854317.34319786
4851,4047,"4852",140,"3i People","3i-people","Georgia","GA","Alpharetta","Atlanta",47.1762,12210414,"IT Services",5,8296459.61779146,3913954.38220854
4852,17710,"4853",25,"MD Orthopaedics","md-orthopaedics","Iowa","IA","Wayland","",47.1521,7491774,"Health",5,5091177.0881965,2400596.9118035
4853,26155,"4854",80,"Net2Source","net2source","New Jersey","NJ","Jersey City","New York City",47.1386,13386984,"IT Services",1,9098213.52112906,4288770.47887094
4854,25744,"4855",8,"Supplement Central","supplement-central","Pennsylvania","PA","Pittsburgh","Pittsburgh PA",47.128,6023251,"Health",1,4093884.91653526,1929366.08346474
4855,20401,"4856",33,"P&L Technology","pl-technology","Nebraska","NE","Omaha","Omaha-Council Bluffs NE-IA",47.1209,3782078,"IT Services",4,2570727.88434546,1211350.11565454
4856,9495,"4857",130,"Archer>Malmo","archer>malmo","Tennessee","TN","Memphis","Memphis TN-MS-AR",47.0974,15109809,"Advertising & Marketing",3,10271975.5753671,4837833.42463293
4857,2774,"4858",96,"deciBel Research","decibel-research","Alabama","AL","Huntsville","Huntsville AL",47.0745,21566019,"Government Services",7,14663329.8090424,6902689.19095764
4858,25671,"4859",106,"Southern Fasteners and Supply","southern-fasteners-and-supply","North Carolina","NC","Winston Salem","Thomasville-Lexington NC",47.0081,18495666,"Manufacturing",1,12581392.4538852,5914273.54611481
4859,22759,"4860",61,"Frontier Truck Gear","frontier-truck-gear","Texas","TX","Center Point","San Antonio TX",47.0057,5861201,"Manufacturing",3,3987056.96445784,1874144.03554216
4860,26251,"4861",20,"The Webster Group","the-webster-group","District of Columbia","DC","Washington","Washington DC",47.012,2530493,"Business Products & Services",1,1721283.29660164,809209.703398362
4861,9681,"4862",96,"Tidewater Fleet Supply","tidewater-fleet-supply","Virginia","VA","Norfolk","Virginia Beach-Norfolk-Newport News VA-NC",46.9984,27306522,"Logistics & Transportation",4,18576067.4946122,8730454.50538781
4862,21746,"4863",121,"Sente Mortgage","sente-mortgage","Texas","TX","Austin","Austin",46.9923,21462546,"Financial Services",3,14601136.249994,6861409.75000595
4863,4021,"4864",60,"Bulbs.com","bulbscom","Massachusetts","MA","Worcester","Worcester MA",46.9786,17863000,"Retail",5,12153469.9609331,5709530.03906691
4864,26570,"4865",230,"Square 1 Financial","square-1-financial","North Carolina","NC","Durham","Durham NC",46.9368,77662000,"Financial Services",1,52854016.1484393,24807983.8515607
4865,24333,"4866",19,"USA Truck Brokers","usa-truck-brokers","Florida","FL","Hialeah","Miami",46.9022,6676948,"Logistics & Transportation",2,4545165.42298209,2131782.57701791
4866,24418,"4867",18,"Edulence","edulence","New York","NY","New York","New York City",46.8917,2512730,"Software",2,1710600.39471257,802129.605287433
4867,502,"4868",43,"MedPro Rx","medpro-rx","North Carolina","NC","Raleigh","Raleigh-Cary NC",46.7933,81618610,"Health",6,55601045.8242985,26017564.1757015
4868,24807,"4869",701,"Express Locations","express-locations","Washington","WA","Wenatchee","Wenatchee WA",46.778,62204183,"Consumer Products & Services",1,42379772.8542425,19824410.1457575
4869,3559,"4870",8559,"Towne Park","towne-park","Maryland","MD","Annapolis","Baltimore",46.6827,201005828,"Travel & Hospitality",7,137034447.825135,63971380.1748645
4870,926,"4871",384,"Vaco","vaco","Tennessee","TN","Brentwood","Nashville",46.6796,191389000,"Human Resources",8,130480993.948715,60908006.0512846
4871,21330,"4872",80,"Dhaliwal Labs","dhaliwal-labs","Texas","TX","Dallas","Dallas",46.6669,8164657,"Manufacturing",3,5566802.73463201,2597854.26536799
4872,6546,"4873",39,"Unistar-Sparco Computers","unistar-sparco-computers","Tennessee","TN","Millington","Memphis TN-MS-AR",46.6564,42602314,"Computer Hardware",6,29049065.7073268,13553248.2926732
4873,19451,"4874",40,"M2 Displays","m2-displays","California","CA","Fullerton","Los Angeles",46.6521,6149412,"Manufacturing",4,4193197.36982969,1956214.63017031
4874,2494,"4875",111,"VitalSmarts","vitalsmarts","Utah","UT","Provo","Provo-Orem UT",46.6332,47349035,"Business Products & Services",10,32290801.1282574,15058233.8717426
4875,22241,"4876",220,"Eco-Chic Consignments","eco-chic-consignments","Arizona","AZ","Phoenix","Phoenix",46.5429,24042724,"Retail",6,16406611.3063137,7636112.69368629
4876,26128,"4877",220,"Investment Professionals","investment-professionals","Texas","TX","San Antonio","San Antonio TX",46.5273,58144718,"Financial Services",1,39681832.6687245,18462885.3312755
4877,24950,"4878",54,"Eemax","eemax","Connecticut","CT","Waterbury","New Haven-Milford CT",46.5121,22538387,"Environmental Services",1,15383293.9395449,7155093.06045507
4878,26563,"4879",21,"Rapid Prep","rapid-prep","Rhode Island","RI","North Kingstown","Providence-New Bedford-Fall River RI-MA",46.4731,7164000,"Construction",1,4891000.46356635,2272999.53643365
4879,20059,"4880",148,"Atlas Painting and Sheeting","atlas-painting-and-sheeting","New York","NY","Amherst","Buffalo-Niagara Falls NY",46.4532,24880730,"Construction",2,16988860.6052992,7891869.39470083
4880,4215,"4881",75,"DiplomaFrame.com","diplomaframecom","Connecticut","CT","Monroe","Bridgeport-Stamford-Norwalk CT",46.385,9073599,"Business Products & Services",8,6198448.61153807,2875150.38846193
4881,17723,"4882",43,"Nett Solutions","nett-solutions","California","CA","Aliso Viejo","Los Angeles",46.3381,16387178,"Advertising & Marketing",5,11198162.3377644,5189015.6622356
